name,url
1MORE Piston Buds True Wireless In-Ear Headphones PistonBud Earphone - Putih,https://www.tokopedia.com/digitaltechnology/1more-piston-buds-true-wireless-in-ear-headphones-pistonbud-earphone-putih
"Amazfit GTR 2 SmartWatch Blood Oksigen Play Music Bluetooth Call - GTR 2e - BLACK, Paket Standart",https://www.tokopedia.com/digitaltechnology/amazfit-gtr-2-smartwatch-blood-oksigen-play-music-bluetooth-call-gtr-2e-black-paket-standart
